City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,kavieng,-2.5744,150.7967,27.189999999999998,82,100,6.94,PG,1684949735
329,arno,60.1167,18.6333,13.189999999999998,46,88,6.96,SE,1684949735
330,usinsk,65.9939,57.5281,16.589999999999975,64,49,6.25,RU,1684949735
331,la ligua,-32.4524,-71.2311,17.5,54,100,1.51,CL,1684949577
332,qarauyl,48.9451,79.255,12.919999999999959,45,6,2.39,KZ,1684949736
333,vadso,70.0744,29.7487,12.46999999999997,54,0,12.86,NO,1684949736
334,holualoa,19.6228,-155.9522,23.029999999999973,76,0,1.54,US,1684949736
335,genhe,50.7833,121.5167,10.589999999999975,45,99,2.35,CN,1684949736
336,lahad datu,5.0268,118.327,22.45999999999998,98,97,0.39,MY,1684949736
337,tongliao,43.6125,122.2653,20.47999999999996,40,95,9.97,CN,1684949736
338,villa ojo de agua,-29.5,-63.6938,21.899999999999977,81,85,5.19,AR,1684949737
339,takab,36.4009,47.1133,16.839999999999975,53,90,1.94,IR,1684949737
340,bembereke,10.2283,2.6634,26.159999999999968,71,100,3.03,BJ,1684949737
341,makokou,0.5738,12.8642,23.139999999999986,95,60,0.83,GA,1684949737
342,'ali sabieh,11.1558,42.7125,28.05000000000001,67,4,7.49,DJ,1684949737
343,qir moav,31.1825,35.7,22.409999999999968,26,40,2.33,JO,1684949737
344,utrik,11.2278,169.8474,27.430000000000007,79,96,6.49,MH,1684949737
345,ulundi,-28.3352,31.4162,15.819999999999993,63,34,1.42,ZA,1684949738
346,chibougamau,49.9168,-74.3659,3.769999999999982,70,100,7.2,CA,1684949738
347,lloydminster,53.2835,-110.0016,14.099999999999966,72,75,3.09,CA,1684949738
348,ajdabiya,30.7554,20.2263,22.45999999999998,68,5,6.65,LY,1684949738
349,ventspils,57.3894,21.5606,18.939999999999998,59,0,2.06,LV,1684949738
350,yung shue wan,22.2333,114.1167,26.269999999999982,88,100,0.45,HK,1684949738
351,sovetskaya gavan',48.9723,140.2878,11.599999999999966,69,55,1.91,RU,1684949738
352,xining,36.6167,101.7667,9.039999999999964,63,100,3.31,CN,1684949739
353,santa cruz,-17.8,-63.1667,29.680000000000007,65,75,7.72,BO,1684949586
354,nemuro,43.3236,145.575,6.050000000000011,77,100,1.81,JP,1684949739
355,bosaso,11.2842,49.1816,29.589999999999975,82,97,4.91,SO,1684949739
356,askoy,60.4092,5.226,11.620000000000005,79,75,4.12,NO,1684949739
357,tucuma,-0.1833,-50.05,28.359999999999957,78,32,3.55,BR,1684949739
358,rio tuba,8.5061,117.4317,27.339999999999975,79,80,2.28,PH,1684949740
359,pangyan,5.7008,125.2811,27.139999999999986,83,100,2.89,PH,1684949740
360,praya,14.9215,-23.5087,26.279999999999973,61,75,9.26,CV,1684949740
361,yambio,4.5721,28.3955,21.66999999999996,87,98,2.72,SS,1684949740
362,yanchep,-31.55,115.6833,10.879999999999995,63,0,4.04,AU,1684949740
363,selfoss,63.9331,-20.9971,9.449999999999989,61,28,11.31,IS,1684949740
364,odda,60.0691,6.5457,12.629999999999995,94,100,3.41,NO,1684949741
365,tazacorte,28.629,-17.9293,21.519999999999982,72,75,2.57,ES,1684949741
366,greymouth,-42.4667,171.2,13.069999999999993,73,81,2.36,NZ,1684949741
367,eureka,40.8021,-124.1637,15.879999999999995,77,1,1.79,US,1684949741
368,port hedland,-20.3167,118.5667,16.00999999999999,48,0,3.09,AU,1684949741
369,dhidhdhoo,6.8833,73.1,29.069999999999993,74,6,3.13,MV,1684949741
370,naaldwijk,51.9942,4.2097,16.069999999999993,67,75,4.12,NL,1684949741
371,ola,59.5833,151.2833,2.839999999999975,85,79,1.13,RU,1684949742
372,castillos,-34.1667,-53.8333,27.089999999999975,54,96,5.36,UY,1684949742
373,horsham,51.064,-0.3272,20.819999999999993,45,0,4.63,GB,1684949686
374,maroua,10.591,14.3159,36.21999999999997,29,60,0.54,CM,1684949742
375,satuek,15.297,103.2919,26.69999999999999,64,61,3.27,TH,1684949742
376,axim,4.8699,-2.2405,26.819999999999993,87,100,2.84,GH,1684949742
377,kurumkan,54.3,110.3,2.659999999999968,91,100,3.66,RU,1684949742
378,penhalonga,-18.8911,32.6978,13.849999999999966,68,0,2.32,ZW,1684949742
379,poronaysk,49.2167,143.1167,7.729999999999961,81,33,1.33,RU,1684949743
380,kincardine,56.0667,-3.7167,19.379999999999995,62,3,3.25,GB,1684949743
381,gitarama,-2.0744,29.7567,20.680000000000007,94,64,0.98,RW,1684949743
382,lyubim,58.3625,40.6843,14.740000000000009,96,64,2.05,RU,1684949743
383,tulun,54.5611,100.5792,3.009999999999991,66,92,5.7,RU,1684949743
384,bychawa,51.0161,22.533,21.899999999999977,85,98,1.98,PL,1684949743
385,vodice,43.7608,15.7828,21.95999999999998,81,75,1.0,HR,1684949743
386,aras-asan,8.8908,126.3033,25.329999999999984,87,100,1.91,PH,1684949743
387,keelung,25.1283,121.7419,23.079999999999984,86,89,0.83,TW,1684949744
388,zilupe,56.3862,28.1217,16.029999999999973,62,71,1.24,LV,1684949744
389,berdigestyakh,62.0989,126.6992,1.099999999999966,79,65,1.27,RU,1684949744
390,whakatane,-37.9585,176.9854,9.849999999999966,99,19,0.89,NZ,1684949744
391,brookings,44.3114,-96.7984,27.810000000000002,34,0,6.69,US,1684949744
392,carmelo,-33.9892,-58.2856,21.399999999999977,90,100,4.93,UY,1684949627
393,alenquer,-1.9417,-54.7383,31.339999999999975,60,100,1.35,BR,1684949744
394,puerto baquerizo moreno,-0.9,-89.6,27.529999999999973,78,40,3.6,EC,1684949744
395,sudova vyshnya,49.7889,23.3722,17.109999999999957,89,63,2.32,UA,1684949745
396,idri,27.5,13.2667,33.55000000000001,7,98,6.56,LY,1684949745
397,garissa,-0.4536,39.6401,27.80000000000001,61,80,8.67,KE,1684949745
398,siwa oasis,29.2041,25.5195,30.99000000000001,19,66,3.45,EG,1684949745
399,palikir - national government center,6.9248,158.1611,25.389999999999986,89,75,2.06,FM,1684949745
400,st. john's,47.5649,-52.7093,12.909999999999968,68,20,3.09,CA,1684949708
401,vredendal,-31.6683,18.5012,12.069999999999993,81,93,1.2,ZA,1684949745
402,udachny,66.4167,112.4,1.339999999999975,80,89,4.8,RU,1684949745
403,bori,4.6737,7.362,27.139999999999986,80,78,4.08,NG,1684949746
404,fujin,47.26,132.0322,18.639999999999986,42,88,5.88,CN,1684949751
405,tomatlan,19.9333,-105.25,36.139999999999986,23,98,3.82,MX,1684949751
406,moapa valley,36.5805,-114.4703,31.94999999999999,15,59,8.44,US,1684949594
407,amga,60.8953,131.9608,0.9900000000000091,88,40,0.45,RU,1684949751
408,port alfred,-33.5906,26.891,17.30000000000001,75,5,2.57,ZA,1684949751
409,taro,-8.3862,115.28,21.97999999999996,90,57,0.65,ID,1684949751
410,hola,51.5377,23.1902,22.079999999999984,74,73,2.41,PL,1684949751
411,dauphin,51.1494,-100.0502,16.060000000000002,59,40,8.75,CA,1684949751
412,viedma,-40.8135,-62.9967,19.319999999999993,23,65,7.6,AR,1684949752
413,igarka,67.4667,86.5833,-1.759999999999991,94,45,3.84,RU,1684949752
414,alto piquiri,-24.0281,-53.4406,24.269999999999982,56,0,5.32,BR,1684949752
415,mitu,1.1983,-70.1733,27.50999999999999,88,63,0.3,CO,1684949752
416,batangafo,7.3008,18.2833,32.89999999999998,30,82,0.65,CF,1684949752
417,ongjin,37.9347,125.3619,13.370000000000005,82,52,0.94,KP,1684949752
418,murmashi,68.8154,32.8115,17.20999999999998,48,40,4.92,RU,1684949752
419,geraldton,-28.7667,114.6,13.20999999999998,82,40,3.6,AU,1684949487
420,dalandzadgad,43.5708,104.425,9.199999999999989,51,100,3.44,MN,1684949745
421,carloforte,39.145,8.3058,18.889999999999986,78,100,2.5,IT,1684949753
422,bechar,31.6167,-2.2167,28.159999999999968,16,40,3.6,DZ,1684949753
423,kencong,-8.2833,113.3667,23.69999999999999,92,40,1.53,ID,1684949753
424,derzhavinsk,51.1,66.3167,19.039999999999964,35,70,2.53,KZ,1684949753
425,izazi,-7.2,35.7333,25.149999999999977,56,60,1.94,TZ,1684949753
426,arawa,-6.2132,155.5367,24.870000000000005,93,100,0.59,PG,1684949753
427,lambarene,-0.7001,10.2406,25.24000000000001,93,95,1.52,GA,1684949753
428,puerto armuelles,8.2833,-82.8667,30.96999999999997,76,99,1.57,PA,1684949754
429,freetown,8.484,-13.2299,28.819999999999993,84,40,5.14,SL,1684949754
430,hotan,37.0997,79.9269,21.319999999999993,34,100,2.25,CN,1684949649
431,ceeldheer,3.8488,47.1806,27.680000000000007,73,96,6.77,SO,1684949754
432,coahuayana de hidalgo,18.7,-103.6583,31.819999999999993,52,82,3.58,MX,1684949754
433,barysh,53.6553,47.1123,19.16999999999996,50,54,3.94,RU,1684949754
434,acaponeta,22.4964,-105.3594,34.97999999999996,30,98,2.77,MX,1684949754
435,fort saskatchewan,53.7168,-113.2187,18.139999999999986,54,40,3.6,CA,1684949520
436,caluula,11.9661,50.7569,30.779999999999973,65,21,4.59,SO,1684949754
437,saacow,1.6279,42.4407,27.569999999999993,64,71,8.22,SO,1684949755
438,kununurra,-15.7667,128.7333,15.96999999999997,77,6,0.0,AU,1684949755
439,flin flon,54.7682,-101.865,14.889999999999986,44,75,3.6,CA,1684949755
440,gisborne,-38.6533,178.0042,12.349999999999966,78,62,3.94,NZ,1684949755
441,otaki,-40.7583,175.15,9.479999999999961,86,22,1.42,NZ,1684949755
442,farim,12.4839,-15.2217,39.41999999999996,16,100,3.82,GW,1684949755
443,sussex,41.1834,-74.6663,26.599999999999966,50,0,2.24,US,1684949755
444,tshela,-4.9833,12.9333,23.46999999999997,97,90,1.0,CD,1684949756
445,east end,34.5507,-92.341,28.25999999999999,56,75,0.89,US,1684949756
446,chamical,-30.36,-66.314,25.19999999999999,56,28,3.58,AR,1684949756
447,korla,41.7597,86.1469,20.870000000000005,21,100,2.76,CN,1684949756
448,qulsary,46.9531,54.0198,25.66999999999996,21,7,6.87,KZ,1684949756
449,beaufort west,-32.3567,22.583,19.069999999999993,23,55,7.76,ZA,1684949756
450,kalach,50.4258,41.0261,16.71999999999997,95,92,6.12,RU,1684949756
451,nantucket,41.2835,-70.0995,16.060000000000002,89,75,4.63,US,1684949742
452,horodok,49.1637,26.5839,17.279999999999973,70,94,3.61,UA,1684949757
453,loango,-4.6719,11.8312,26.789999999999964,83,40,2.57,CG,1684949757
454,brokopondo,4.75,-55.1667,29.74000000000001,66,71,1.99,SR,1684949757
455,chivhu,-19.0211,30.8922,15.25,37,0,3.16,ZW,1684949684
456,juneau,58.3019,-134.4197,12.430000000000007,82,100,4.12,US,1684949516
457,san patricio,28.017,-97.5169,31.74000000000001,51,15,3.75,US,1684949757
458,vila franca do campo,37.7167,-25.4333,18.20999999999998,75,97,3.47,PT,1684949758
459,phanom sarakham,13.7479,101.3553,31.05000000000001,77,81,2.76,TH,1684949758
460,port augusta,-32.5,137.7667,14.419999999999959,36,100,5.94,AU,1684949758
461,isabela,6.7085,121.9711,26.620000000000005,85,100,2.74,PH,1684949758
462,bom jesus da lapa,-13.255,-43.4181,32.379999999999995,28,10,3.53,BR,1684949758
463,puerto colombia,10.9878,-74.9547,29.279999999999973,72,100,5.33,CO,1684949758
464,rochester,43.1548,-77.6156,12.529999999999973,90,100,3.6,US,1684949471
465,tasqala,51.1167,50.3167,20.399999999999977,39,41,5.59,KZ,1684949759
466,ben gardane,33.1378,11.2197,23.109999999999957,63,0,4.95,TN,1684949759
467,tornio,65.8481,24.1466,8.990000000000009,94,100,3.82,FI,1684949759
468,qinhuangdao,39.9317,119.5883,19.5,46,100,3.01,CN,1684949759
469,trogir,43.5125,16.2517,22.00999999999999,60,0,3.09,HR,1684949759
470,nova vicosa,-17.8919,-39.3719,24.129999999999995,83,29,5.9,BR,1684949759
471,suva,-18.1416,178.4415,21.689999999999998,94,75,1.54,FJ,1684949760
472,afif,23.9065,42.9172,22.029999999999973,59,67,9.84,SA,1684949760
473,ondjiva,-17.0667,15.7333,22.599999999999966,23,4,1.55,AO,1684949760
474,cherdakly,54.3594,48.845,21.94999999999999,37,0,1.0,RU,1684949761
475,gizo,-8.103,156.8419,28.25999999999999,75,83,5.29,SB,1684949761
476,san pedro pochutla,15.7333,-96.4667,33.81999999999999,45,31,4.49,MX,1684949761
477,pandan,14.0453,124.1694,29.159999999999968,75,42,2.41,PH,1684949761
478,tangalle,6.024,80.7911,26.189999999999998,86,3,4.19,LK,1684949761
479,taunsa,30.7048,70.6505,33.039999999999964,29,63,2.43,PK,1684949761
480,trincomalee,8.5711,81.2335,26.05000000000001,85,26,2.52,LK,1684949761
481,tosontsengel,48.7567,98.2839,3.519999999999982,74,75,6.78,MN,1684949762
482,ambon,-3.6954,128.1814,29.060000000000002,12,40,1.54,ID,1684949680
483,sinabang,2.4803,96.3801,26.539999999999964,82,84,1.08,ID,1684949762
484,cuauhtemoc,28.4167,-106.8667,23.560000000000002,18,7,1.98,MX,1684949762
485,semporna,4.4818,118.6112,24.30000000000001,91,77,1.4,MY,1684949762
486,rosalie,15.3667,-61.2667,28.370000000000005,94,40,1.03,DM,1684949763
487,chebba,35.2372,11.115,19.44999999999999,84,55,7.9,TN,1684949763
488,pemangkat,1.1667,108.9667,26.649999999999977,84,97,3.45,ID,1684949763
489,melfort,52.8667,-104.6177,16.05000000000001,51,99,5.14,CA,1684949763
490,bonthe,7.5264,-12.505,28.95999999999998,74,98,3.7,SL,1684949763
491,manturovo,58.3353,44.7619,16.829999999999984,94,77,3.34,RU,1684949764
492,nanao,37.05,136.9667,13.46999999999997,75,83,3.1,JP,1684949764
493,sidareja,-7.4846,108.7923,23.25,90,32,0.84,ID,1684949764
494,archangelos,36.2149,28.1149,19.039999999999964,79,34,1.83,GR,1684949764
495,callao,-12.0667,-77.15,25.139999999999986,61,0,6.17,PE,1684949764
496,mirny,62.5353,113.9611,5.669999999999959,48,100,4.02,RU,1684949764
497,pishva,35.308,51.7267,32.72999999999996,9,51,1.07,IR,1684949765
498,ar rutbah,33.0381,40.2848,20.529999999999973,62,68,5.27,IQ,1684949765
499,port macquarie,-31.4333,152.9167,6.589999999999975,73,2,0.96,AU,1684949603
500,alto araguaia,-17.3147,-53.2153,27.349999999999966,36,0,3.51,BR,1684949765
501,narasannapeta,18.4167,84.05,29.20999999999998,66,64,1.28,IN,1684949765
502,talodi,10.6325,30.3797,35.76999999999998,22,83,0.8,SD,1684949765
503,kiunga,-6.1219,141.2906,22.22999999999996,99,100,0.65,PG,1684949765
504,isla mujeres,21.2311,-86.731,31.00999999999999,64,1,4.96,MX,1684949766
505,nago,26.5881,127.9761,23.21999999999997,67,48,1.59,JP,1684949766
506,iranshahr,27.2025,60.6848,38.16999999999996,14,20,3.09,IR,1684949766
507,quiberon,47.4841,-3.1196,20.75999999999999,44,89,8.35,FR,1684949766
508,hami,42.8,93.45,20.46999999999997,19,7,4.32,CN,1684949766
509,karachi,24.9056,67.0822,28.879999999999995,79,75,8.23,PK,1684949536
510,minas de marcona,-15.2119,-75.1103,24.589999999999975,44,73,1.37,PE,1684949767
511,wurtulla,-26.7568,153.1256,12.370000000000005,97,2,3.01,AU,1684949767
512,podgornoye,51.735,39.1496,20.069999999999993,82,0,1.0,RU,1684949767
513,ardakan,32.31,54.0175,31.599999999999966,15,80,4.0,IR,1684949767
514,kavaratti,10.5669,72.642,29.589999999999975,70,53,3.76,IN,1684949767
515,el jadid,33.2549,-8.506,19.569999999999993,70,1,4.96,MA,1684949768
516,sena madureira,-9.0656,-68.6569,23.71999999999997,93,100,1.34,BR,1684949768
517,smithers,54.7804,-127.1743,15.159999999999968,47,75,2.06,CA,1684949757
518,karakocan,38.9558,40.0386,15.759999999999991,48,4,1.76,TR,1684949768
519,ghat,24.9647,10.1728,34.849999999999966,12,97,4.41,LY,1684949768
520,ustyuzhna,58.8394,36.4321,13.930000000000007,97,98,1.4,RU,1684949769
521,kermanshah,34.3142,47.065,21.47999999999996,46,0,5.14,IR,1684949403
522,gamba,-2.65,10.0,25.879999999999995,89,87,2.75,GA,1684949769
523,kavalerovo,44.2661,135.0572,10.919999999999959,75,19,1.33,RU,1684949769
524,san andres,12.5847,-81.7006,27.529999999999973,69,71,1.33,CO,1684949769
525,langepas,61.2544,75.2124,11.089999999999975,40,67,3.29,RU,1684949769
526,tarko-sale,64.9225,77.785,3.2899999999999636,83,60,3.27,RU,1684949769
527,yeppoon,-23.1333,150.7333,12.859999999999957,95,0,1.88,AU,1684949770
528,lyantor,61.6195,72.1555,11.789999999999964,60,96,6.91,RU,1684949770
529,akureyri,65.6835,-18.0878,6.939999999999998,45,75,5.14,IS,1684949770
530,salacgriva,57.7536,24.3581,14.359999999999957,68,12,1.29,LV,1684949770
531,narwar,25.65,77.9,26.50999999999999,52,32,4.66,IN,1684949770
532,noosa heads,-26.3833,153.15,12.389999999999986,85,2,3.42,AU,1684949770
533,liwale,-9.7667,37.9333,20.189999999999998,83,36,1.03,TZ,1684949771
534,diu,20.7141,70.9822,28.180000000000007,83,64,6.98,IN,1684949713
535,nagqu,31.5,92.0,2.240000000000009,58,1,2.87,CN,1684949771
536,beau vallon,-20.4189,57.6953,22.879999999999995,76,9,1.82,MU,1684949771
537,dietmannsried,47.8,10.2833,11.96999999999997,92,100,1.8,DE,1684949771
538,vorkuta,67.5,64.0,10.149999999999977,77,1,3.6,RU,1684949772
539,chela,34.069,104.4619,11.490000000000009,91,100,1.25,CN,1684949772
540,tokar,18.4254,37.729,30.019999999999982,73,12,5.24,SD,1684949772
541,adis zemen,12.1167,37.7833,24.95999999999998,28,65,2.17,ET,1684949772
542,dunedin,-45.8742,170.5036,10.430000000000007,66,50,1.85,NZ,1684949772
543,mejit,10.2753,170.8646,27.310000000000002,79,100,6.43,MH,1684949772
544,xiva,41.3783,60.3639,19.96999999999997,11,0,3.77,UZ,1684949773
545,la foa,-21.7108,165.8276,17.379999999999995,72,4,1.5,NC,1684949773
546,three points,32.0767,-111.3137,31.399999999999977,9,0,3.6,US,1684949773
547,saldanha,-33.0117,17.9442,14.009999999999991,88,46,6.77,ZA,1684949773
548,marshfield,44.6689,-90.1718,18.0,41,0,5.14,US,1684949758
549,agryz,56.5203,52.9942,18.41999999999996,50,19,1.81,RU,1684949727
550,yatou,37.15,122.3833,13.129999999999995,82,2,4.23,CN,1684949773
551,kangding,30.0513,101.9603,11.889999999999986,85,98,1.69,CN,1684949774
552,hadibu,12.65,54.0333,29.44999999999999,70,34,2.03,YE,1684949774
